transaction_id,transaction_date,transaction_price,price_unit,transaction_quantity,quantity_unit,store_id,product_id
305466,4/24/2023 10:41,29.5,1L,3,1L,1001,5465
305480,4/24/2023 10:41,29.5,1L,3,1L,1001,5479
305486,4/24/2023 10:41,29.5,,3,,1001,5485
305487,4/24/2023 10:41,29.5,1L,3,1L,1001,5486
305488,4/24/2023 10:41,29.5,,3,,1001,5487
300947,4/24/2023 10:41,29.22,1Kg,1,1Kg,1001,946
300264,4/24/2023 10:41,29.2,1Kg,1,1Kg,1001,263
300219,4/24/2023 10:41,28.5,1Kg,1,1Kg,1001,218
300262,4/24/2023 10:41,28.4,1Kg,1,1Kg,1001,261
300294,4/24/2023 10:41,28.2,1Kg,1,1Kg,1001,293
305472,4/24/2023 10:41,28,1L,3,1L,1001,5471
305474,4/24/2023 10:41,28,100mL,3,100mL,1001,5473
305475,4/24/2023 10:41,28,,3,,1001,5474
300116,4/24/2023 10:41,27.84,1Kg,1,1Kg,1001,115
300113,4/24/2023 10:41,27.7,1Kg,1,1Kg,1001,112
300071,4/24/2023 10:41,27.5,1Kg,1,1Kg,1001,70
300131,4/24/2023 10:41,27.5,1L,3,1L,1001,130
300140,4/24/2023 10:41,27.5,1Kg,1,1Kg,1001,139
300285,4/24/2023 10:41,26.78,1Kg,1,1Kg,1001,284
300128,4/24/2023 10:41,26.5,1Kg,1,1Kg,1001,127
300270,4/24/2023 10:41,26.4,1Kg,1,1Kg,1001,269
300102,4/24/2023 10:41,26.3,1Kg,1,1Kg,1001,101
300254,4/24/2023 10:41,26.3,1Kg,1,1Kg,1001,253
300945,4/24/2023 10:41,26.22,1Kg,1,1Kg,1001,944
306590,4/24/2023 10:41,26.1,1Kg,1,1Kg,1002,6589
300157,4/24/2023 10:41,26.08,1Kg,1,1Kg,1001,156
304402,4/24/2023 10:41,26,100G,2,100G,1001,4401
306333,4/24/2023 10:41,26,100G,2,100G,1001,6332
306343,4/24/2023 10:41,26,100G,2,100G,1001,6342
306344,4/24/2023 10:41,26,100G,2,100G,1001,6343
306943,4/24/2023 10:41,26,100G,2,100G,1001,6942
306953,4/24/2023 10:41,26,100G,2,100G,1001,6952
306954,4/24/2023 10:41,26,100G,2,100G,1001,6953
300255,4/24/2023 10:41,25.9,1Kg,1,1Kg,1001,254
300086,4/24/2023 10:41,25.6,1Kg,1,1Kg,1001,85
300220,4/24/2023 10:41,25.6,1Kg,1,1Kg,1001,219
300112,4/24/2023 10:41,25.3,1Kg,1,1Kg,1001,111
300252,4/24/2023 10:41,25.22,1Kg,1,1Kg,1001,251
300058,4/24/2023 10:41,25.13,1Kg,1,1Kg,1001,57
300234,4/24/2023 10:41,25.11,1Kg,1,1Kg,1001,233
300247,4/24/2023 10:41,25.11,1Kg,1,1Kg,1001,246
301732,4/24/2023 10:41,25,1Ea,3,1Ea,1001,1731
304495,4/24/2023 10:41,25,100G,2,100G,1001,4494
304819,4/24/2023 10:41,25,100G,2,100G,1001,4818
304820,4/24/2023 10:41,25,100G,2,100G,1001,4819
306010,4/24/2023 10:41,25,100G,2,100G,1001,6009
306011,4/24/2023 10:41,25,100G,2,100G,1001,6010
306888,4/24/2023 10:41,25,1Kg,1,1Kg,1002,6887
307506,4/24/2023 10:41,25,1Kg,1,1Kg,1002,7505
308906,4/24/2023 10:41,25,1Ea,3,1Ea,1002,8905
300063,4/24/2023 10:41,24.9,1Kg,1,1Kg,1001,62
300117,4/24/2023 10:41,24.86,1Kg,1,1Kg,1001,116
300069,4/24/2023 10:41,24.81,1Kg,1,1Kg,1001,68
306689,4/24/2023 10:41,24.7,1Kg,1,1Kg,1002,6688
300222,4/24/2023 10:41,24.6,1Kg,1,1Kg,1001,221
300142,4/24/2023 10:41,24.5,1Kg,1,1Kg,1001,141
300228,4/24/2023 10:41,24.5,1Kg,1,1Kg,1001,227
300506,4/24/2023 10:41,24.4,1Kg,1,1Kg,1001,505
300109,4/24/2023 10:41,24.36,1Kg,1,1Kg,1001,108
300079,4/24/2023 10:41,23.6,1Kg,1,1Kg,1001,78
300081,4/24/2023 10:41,23.5,1Kg,1,1Kg,1001,80
300155,4/24/2023 10:41,23.5,1Kg,1,1Kg,1001,154
300205,4/24/2023 10:41,23.5,1Kg,1,1Kg,1001,204
307354,4/24/2023 10:41,23.4,1Kg,1,1Kg,1002,7353
300072,4/24/2023 10:41,23.1,1Kg,1,1Kg,1001,71
300266,4/24/2023 10:41,23.06,1Kg,1,1Kg,1001,265
306602,4/24/2023 10:41,23,1Kg,1,1Kg,1002,6601
306847,4/24/2023 10:41,23,1Ea,3,1Ea,1002,6846
300099,4/24/2023 10:41,22.96,1Kg,1,1Kg,1001,98
300104,4/24/2023 10:41,22.9,1Kg,1,1Kg,1001,103
300297,4/24/2023 10:41,22.8,1Kg,1,1Kg,1001,296
300215,4/24/2023 10:41,22.75,1Kg,1,1Kg,1001,214
300065,4/24/2023 10:41,22.5,1Kg,1,1Kg,1001,64
300083,4/24/2023 10:41,22.5,1Kg,1,1Kg,1001,82
300132,4/24/2023 10:41,22.5,1Kg,1,1Kg,1001,131
300189,4/24/2023 10:41,22.5,1Kg,1,1Kg,1001,188
300221,4/24/2023 10:41,22.5,1L,3,1L,1001,220
300225,4/24/2023 10:41,22,1Kg,1,1Kg,1001,224
304399,4/24/2023 10:41,22,100G,2,100G,1001,4398
304406,4/24/2023 10:41,22,100G,2,100G,1001,4405
300078,4/24/2023 10:41,21.96,1Kg,1,1Kg,1001,77
300126,4/24/2023 10:41,21.94,1Kg,1,1Kg,1001,125
300136,4/24/2023 10:41,21.7,1Kg,1,1Kg,1001,135
300137,4/24/2023 10:41,21.7,1Kg,1,1Kg,1001,136
300257,4/24/2023 10:41,21.6,1Kg,1,1Kg,1001,256
306591,4/24/2023 10:41,21.6,1Kg,1,1Kg,1002,6590
300084,4/24/2023 10:41,21.5,1Kg,1,1Kg,1001,83
300094,4/24/2023 10:41,21.5,1Kg,1,1Kg,1001,93
300334,4/24/2023 10:41,21.2,1Kg,1,1Kg,1001,333
300376,4/24/2023 10:41,21.2,1Kg,1,1Kg,1001,375
300447,4/24/2023 10:41,21.2,1Kg,1,1Kg,1001,446
300471,4/24/2023 10:41,21.2,1Kg,1,1Kg,1001,470
300311,4/24/2023 10:41,21.15,1Kg,1,1Kg,1001,310
306765,4/24/2023 10:41,21,1L,3,1L,1001,6764
306766,4/24/2023 10:41,21,1L,3,1L,1001,6765
300077,4/24/2023 10:41,20.98,1Kg,1,1Kg,1001,76
300067,4/24/2023 10:41,20.5,1Kg,1,1Kg,1001,66
300192,4/24/2023 10:41,20.5,1Kg,1,1Kg,1001,191
306346,4/24/2023 10:41,20.5,100G,2,100G,1001,6345
306439,4/24/2023 10:41,20.5,100G,2,100G,1001,6438
306449,4/24/2023 10:41,20.5,100G,2,100G,1001,6448
306956,4/24/2023 10:41,20.5,100G,2,100G,1001,6955
307013,4/24/2023 10:41,20.5,100G,2,100G,1001,7012
307025,4/24/2023 10:41,20.5,100G,2,100G,1001,7024
300261,4/24/2023 10:41,20.1,1Kg,1,1Kg,1001,260
300223,4/24/2023 10:41,20,1Kg,1,1Kg,1001,222
304391,4/24/2023 10:41,20,100G,2,100G,1001,4390
304400,4/24/2023 10:41,20,100G,2,100G,1001,4399
304411,4/24/2023 10:41,20,100G,2,100G,1001,4410
304416,4/24/2023 10:41,20,100G,2,100G,1001,4415
304484,4/24/2023 10:41,20,100G,2,100G,1001,4483
304491,4/24/2023 10:41,20,100G,2,100G,1001,4490
304760,4/24/2023 10:41,20,100G,2,100G,1001,4759
304805,4/24/2023 10:41,20,100G,2,100G,1001,4804
305918,4/24/2023 10:41,20,100G,2,100G,1001,5917
305996,4/24/2023 10:41,20,100G,2,100G,1001,5995
306338,4/24/2023 10:41,20,100G,2,100G,1001,6337
306347,4/24/2023 10:41,20,100G,2,100G,1001,6346
306359,4/24/2023 10:41,20,100G,2,100G,1001,6358
306948,4/24/2023 10:41,20,100G,2,100G,1001,6947
306957,4/24/2023 10:41,20,100G,2,100G,1001,6956
306969,4/24/2023 10:41,20,100G,2,100G,1001,6968
300125,4/24/2023 10:41,19.9,1Kg,1,1Kg,1001,124
300091,4/24/2023 10:41,19.6,1Kg,1,1Kg,1001,90
300111,4/24/2023 10:41,19.6,1Kg,1,1Kg,1001,110
300080,4/24/2023 10:41,19.5,1Kg,1,1Kg,1001,79
300089,4/24/2023 10:41,19.5,1Kg,1,1Kg,1001,88
300106,4/24/2023 10:41,19.5,1Kg,1,1Kg,1001,105
300250,4/24/2023 10:41,19.3,1Kg,1,1Kg,1001,249
300280,4/24/2023 10:41,19.2,1Kg,1,1Kg,1001,279
300040,4/24/2023 10:41,19.1,1Kg,1,1Kg,1001,39
300042,4/24/2023 10:41,19.1,1Kg,1,1Kg,1001,41
300085,4/24/2023 10:41,19,1Kg,1,1Kg,1001,84
300121,4/24/2023 10:41,19,1Kg,1,1Kg,1001,120
300141,4/24/2023 10:41,19,1Kg,1,1Kg,1001,140
304816,4/24/2023 10:41,19,100G,2,100G,1001,4815
306007,4/24/2023 10:41,19,100G,2,100G,1001,6006
306459,4/24/2023 10:41,19,1Kg,1,1Kg,1002,6458
300282,4/24/2023 10:41,18.95,1Kg,1,1Kg,1001,281
300135,4/24/2023 10:41,18.75,1Kg,1,1Kg,1001,134
300144,4/24/2023 10:41,18.75,1Kg,1,1Kg,1001,143
300183,4/24/2023 10:41,18.75,1Kg,1,1Kg,1001,182
306242,4/24/2023 10:41,18.75,1Kg,1,1Kg,1002,6241
306380,4/24/2023 10:41,18.75,1Kg,1,1Kg,1002,6379
300105,4/24/2023 10:41,18.7,1Kg,1,1Kg,1001,104
300316,4/24/2023 10:41,18.7,1Kg,1,1Kg,1001,315
300338,4/24/2023 10:41,18.7,1Kg,1,1Kg,1001,337
300061,4/24/2023 10:41,18.5,1Kg,1,1Kg,1001,60
300110,4/24/2023 10:41,18.5,1Kg,1,1Kg,1001,109
300115,4/24/2023 10:41,18.5,1Kg,1,1Kg,1001,114
300238,4/24/2023 10:41,18.5,1Kg,1,1Kg,1001,237
300961,4/24/2023 10:41,18.22,1Kg,1,1Kg,1001,960
300259,4/24/2023 10:41,18.2,1Kg,1,1Kg,1001,258
300319,4/24/2023 10:41,18.2,1Kg,1,1Kg,1001,318
300437,4/24/2023 10:41,18.2,1Kg,1,1Kg,1001,436
300216,4/24/2023 10:41,18.1,1Kg,1,1Kg,1001,215
300306,4/24/2023 10:41,18,1Kg,1,1Kg,1001,305
302800,4/24/2023 10:41,18,100G,2,100G,1001,2799
303661,4/24/2023 10:41,18,100G,2,100G,1001,3660
304497,4/24/2023 10:41,18,100G,2,100G,1001,4496
306294,4/24/2023 10:41,18,100mL,3,100mL,1001,6293
306300,4/24/2023 10:41,18,100mL,3,100mL,1001,6299
306315,4/24/2023 10:41,18,1L,3,1L,1001,6314
306461,4/24/2023 10:41,18,1Kg,1,1Kg,1002,6460
309505,4/24/2023 10:41,18,100G,2,100G,1002,9504
306389,4/24/2023 10:41,17.92,1Kg,1,1Kg,1002,6388
300368,4/24/2023 10:41,17.7,1Kg,1,1Kg,1001,367
300469,4/24/2023 10:41,17.7,1Kg,1,1Kg,1001,468
306467,4/24/2023 10:41,17.58,1Kg,1,1Kg,1002,6466
306551,4/24/2023 10:41,17.58,1Kg,1,1Kg,1002,6550
300056,4/24/2023 10:41,17.5,1Kg,1,1Kg,1001,55
300082,4/24/2023 10:41,17.5,1Kg,1,1Kg,1001,81
300147,4/24/2023 10:41,17.5,1Kg,1,1Kg,1001,146
300186,4/24/2023 10:41,17.5,1Kg,1,1Kg,1001,185
306883,4/24/2023 10:41,17.5,1Kg,1,1Kg,1002,6882
307499,4/24/2023 10:41,17.5,1Kg,1,1Kg,1002,7498
300258,4/24/2023 10:41,17.4,1Kg,1,1Kg,1001,257
300145,4/24/2023 10:41,17.2,1Kg,1,1Kg,1001,144
300268,4/24/2023 10:41,17.2,1Kg,1,1Kg,1001,267
300322,4/24/2023 10:41,17.2,1Kg,1,1Kg,1001,321
300381,4/24/2023 10:41,17.2,1Kg,1,1Kg,1001,380
300427,4/24/2023 10:41,17.2,1Kg,1,1Kg,1001,426
300440,4/24/2023 10:41,17.2,1Kg,1,1Kg,1001,439
300902,4/24/2023 10:41,17.07,1Kg,1,1Kg,1001,901
300138,4/24/2023 10:41,17,1Kg,1,1Kg,1001,137
300214,4/24/2023 10:41,17,1Kg,1,1Kg,1001,213
304815,4/24/2023 10:41,17,100G,2,100G,1001,4814
306006,4/24/2023 10:41,17,100G,2,100G,1001,6005
307180,4/24/2023 10:41,17,1Kg,1,1Kg,1002,7179
300087,4/24/2023 10:41,16.95,1Kg,1,1Kg,1001,86
300226,4/24/2023 10:41,16.9,1Kg,1,1Kg,1001,225
300100,4/24/2023 10:41,16.8,1Kg,1,1Kg,1001,99
300293,4/24/2023 10:41,16.6,1Kg,1,1Kg,1001,292
300062,4/24/2023 10:41,16.5,1Kg,1,1Kg,1001,61
300096,4/24/2023 10:41,16.5,1Kg,1,1Kg,1001,95
300118,4/24/2023 10:41,16.5,1Kg,1,1Kg,1001,117
300253,4/24/2023 10:41,16.5,1Kg,1,1Kg,1001,252
306245,4/24/2023 10:41,16.5,1Kg,1,1Kg,1002,6244
306383,4/24/2023 10:41,16.5,1Kg,1,1Kg,1002,6382
300048,4/24/2023 10:41,16.38,1Kg,1,1Kg,1001,47
305540,4/24/2023 10:41,16.35,1L,3,1L,1001,5539
305552,4/24/2023 10:41,16.35,1L,3,1L,1001,5551
300173,4/24/2023 10:41,16.27,1Kg,1,1Kg,1001,172
301013,4/24/2023 10:41,16.17,1Kg,1,1Kg,1001,1012
301014,4/24/2023 10:41,16.17,1Kg,1,1Kg,1001,1013
300218,4/24/2023 10:41,16.15,1Kg,1,1Kg,1001,217
300213,4/24/2023 10:41,16,1Kg,1,1Kg,1001,212
300237,4/24/2023 10:41,16,1Kg,1,1Kg,1001,236
306198,4/24/2023 10:41,16,100mL,3,100mL,1001,6197
306208,4/24/2023 10:41,16,100mL,3,100mL,1001,6207
306218,4/24/2023 10:41,16,100mL,3,100mL,1001,6217
307702,4/24/2023 10:41,16,1Kg,1,1Kg,1002,7701
306621,4/24/2023 10:41,15.97,1Kg,1,1Kg,1002,6620
300387,4/24/2023 10:41,15.9,1Kg,1,1Kg,1001,386
300477,4/24/2023 10:41,15.9,1Kg,1,1Kg,1001,476
306339,4/24/2023 10:41,15.85,100G,2,100G,1001,6338
306436,4/24/2023 10:41,15.85,100G,2,100G,1001,6435
306949,4/24/2023 10:41,15.85,100G,2,100G,1001,6948
307007,4/24/2023 10:41,15.85,100G,2,100G,1001,7006
300175,4/24/2023 10:41,15.81,1Kg,1,1Kg,1001,174
300204,4/24/2023 10:41,15.8,1Kg,1,1Kg,1001,203
300370,4/24/2023 10:41,15.7,1Kg,1,1Kg,1001,369
300384,4/24/2023 10:41,15.7,1Kg,1,1Kg,1001,383
300385,4/24/2023 10:41,15.7,1Kg,1,1Kg,1001,384
300386,4/24/2023 10:41,15.7,1Kg,1,1Kg,1001,385
306423,4/24/2023 10:41,15.6,1Kg,1,1Kg,1002,6422
300097,4/24/2023 10:41,15.5,1Kg,1,1Kg,1001,96
300107,4/24/2023 10:41,15.5,1Kg,1,1Kg,1001,106
300124,4/24/2023 10:41,15.5,1Kg,1,1Kg,1001,123
300231,4/24/2023 10:41,15.5,1Kg,1,1Kg,1001,230
300233,4/24/2023 10:41,15.5,1Kg,1,1Kg,1001,232
300244,4/24/2023 10:41,15.5,1Kg,1,1Kg,1001,243
300246,4/24/2023 10:41,15.5,1Kg,1,1Kg,1001,245
300267,4/24/2023 10:41,15.5,1Kg,1,1Kg,1001,266
306896,4/24/2023 10:41,15.5,1Kg,1,1Kg,1002,6895
307522,4/24/2023 10:41,15.5,1Kg,1,1Kg,1002,7521
300027,4/24/2023 10:41,15.28,1Kg,1,1Kg,1001,26
306415,4/24/2023 10:41,15.28,1Kg,1,1Kg,1002,6414
307150,4/24/2023 10:41,15.28,1Kg,1,1Kg,1002,7149
300278,4/24/2023 10:41,15.2,1Kg,1,1Kg,1001,277
300309,4/24/2023 10:41,15.2,1Kg,1,1Kg,1001,308
300314,4/24/2023 10:41,15.2,1Kg,1,1Kg,1001,313
300323,4/24/2023 10:41,15.2,1Kg,1,1Kg,1001,322
300060,4/24/2023 10:41,15.16,1Kg,1,1Kg,1001,59
300886,4/24/2023 10:41,15.12,1Kg,1,1Kg,1001,885
300164,4/24/2023 10:41,15.1,1Kg,1,1Kg,1001,163
305459,4/24/2023 10:41,15.1,1L,3,1L,1001,5458
305462,4/24/2023 10:41,15.1,1L,3,1L,1001,5461
305471,4/24/2023 10:41,15.1,1L,3,1L,1001,5470
305476,4/24/2023 10:41,15.1,1L,3,1L,1001,5475
305479,4/24/2023 10:41,15.1,1L,3,1L,1001,5478
305481,4/24/2023 10:41,15.1,1L,3,1L,1001,5480
305484,4/24/2023 10:41,15.1,1L,3,1L,1001,5483
305498,4/24/2023 10:41,15.1,1L,3,1L,1001,5497
305499,4/24/2023 10:41,15.1,1L,3,1L,1001,5498
305502,4/24/2023 10:41,15.1,1L,3,1L,1001,5501
305505,4/24/2023 10:41,15.1,1L,3,1L,1001,5504
300194,4/24/2023 10:41,15,1Kg,1,1Kg,1001,193
300195,4/24/2023 10:41,15,1Kg,1,1Kg,1001,194
300707,4/24/2023 10:41,15,1Kg,1,1Kg,1001,706
301196,4/24/2023 10:41,15,1Kg,1,1Kg,1001,1195
306286,4/24/2023 10:41,15,100mL,3,100mL,1001,6285
306290,4/24/2023 10:41,15,100mL,3,100mL,1001,6289
306307,4/24/2023 10:41,15,100mL,3,100mL,1001,6306
306574,4/24/2023 10:41,15,1Kg,1,1Kg,1002,6573
307488,4/24/2023 10:41,15,1Kg,1,1Kg,1002,7487
307803,4/24/2023 10:41,15,1Kg,1,1Kg,1002,7802
305583,4/24/2023 10:41,14.95,1Ea,3,1Ea,1001,5582
300174,4/24/2023 10:41,14.75,1Kg,1,1Kg,1001,173
300287,4/24/2023 10:41,14.7,1Kg,1,1Kg,1001,286
300315,4/24/2023 10:41,14.7,1Kg,1,1Kg,1001,314
300343,4/24/2023 10:41,14.7,1Kg,1,1Kg,1001,342
300379,4/24/2023 10:41,14.7,1Kg,1,1Kg,1001,378
300382,4/24/2023 10:41,14.7,1Kg,1,1Kg,1001,381
300453,4/24/2023 10:41,14.7,1Kg,1,1Kg,1001,452
300068,4/24/2023 10:41,14.5,1Kg,1,1Kg,1001,67
300073,4/24/2023 10:41,14.5,1Kg,1,1Kg,1001,72
300120,4/24/2023 10:41,14.5,1Kg,1,1Kg,1001,119
300168,4/24/2023 10:41,14.5,1Kg,1,1Kg,1001,167
300171,4/24/2023 10:41,14.5,1Kg,1,1Kg,1001,170
300178,4/24/2023 10:41,14.5,1Kg,1,1Kg,1001,177
300184,4/24/2023 10:41,14.5,1Kg,1,1Kg,1001,183
300212,4/24/2023 10:41,14.5,1Kg,1,1Kg,1001,211
300777,4/24/2023 10:41,14.5,100G,2,100G,1001,776
306782,4/24/2023 10:41,14.5,1L,3,1L,1001,6781
306783,4/24/2023 10:41,14.5,1L,3,1L,1001,6782
306788,4/24/2023 10:41,14.5,1L,3,1L,1001,6787
307579,4/24/2023 10:41,14.5,1Kg,1,1Kg,1002,7578
307515,4/24/2023 10:41,14.4,1Kg,1,1Kg,1002,7514
307516,4/24/2023 10:41,14.4,1Kg,1,1Kg,1002,7515
300152,4/24/2023 10:41,14.2,1Kg,1,1Kg,1001,151
300188,4/24/2023 10:41,14.2,1Kg,1,1Kg,1001,187
300276,4/24/2023 10:41,14.2,1Kg,1,1Kg,1001,275
300277,4/24/2023 10:41,14.2,1Kg,1,1Kg,1001,276
300302,4/24/2023 10:41,14.2,1Kg,1,1Kg,1001,301
300317,4/24/2023 10:41,14.2,1Kg,1,1Kg,1001,316
300347,4/24/2023 10:41,14.2,1Kg,1,1Kg,1001,346
300373,4/24/2023 10:41,14.2,1Kg,1,1Kg,1001,372
300375,4/24/2023 10:41,14.2,1Kg,1,1Kg,1001,374
300014,4/24/2023 10:41,14,1Kg,1,1Kg,1001,13
300045,4/24/2023 10:41,14,1Kg,1,1Kg,1001,44
300200,4/24/2023 10:41,14,1Kg,1,1Kg,1001,199
304486,4/24/2023 10:41,14,100G,2,100G,1001,4485
306274,4/24/2023 10:41,14,100mL,3,100mL,1001,6273
306403,4/24/2023 10:41,14,1Kg,1,1Kg,1002,6402
300201,4/24/2023 10:41,13.95,1Kg,1,1Kg,1001,200
300190,4/24/2023 10:41,13.93,1Kg,1,1Kg,1001,189
300046,4/24/2023 10:41,13.85,1Kg,1,1Kg,1001,45
307631,4/24/2023 10:41,13.8,1Kg,1,1Kg,1002,7630
300133,4/24/2023 10:41,13.77,1Kg,1,1Kg,1001,132
307344,4/24/2023 10:41,13.76,1Kg,1,1Kg,1002,7343
306763,4/24/2023 10:41,13.75,1L,3,1L,1001,6762
306764,4/24/2023 10:41,13.75,1L,3,1L,1001,6763
306773,4/24/2023 10:41,13.75,1L,3,1L,1001,6772
306776,4/24/2023 10:41,13.75,1L,3,1L,1001,6775
306787,4/24/2023 10:41,13.75,1L,3,1L,1001,6786
300879,4/24/2023 10:41,13.72,100G,2,100G,1001,878
300881,4/24/2023 10:41,13.72,1Kg,1,1Kg,1001,880
300897,4/24/2023 10:41,13.72,1Kg,1,1Kg,1001,896
300898,4/24/2023 10:41,13.72,1Kg,1,1Kg,1001,897
300328,4/24/2023 10:41,13.7,1Kg,1,1Kg,1001,327
300330,4/24/2023 10:41,13.7,1Kg,1,1Kg,1001,329
300344,4/24/2023 10:41,13.7,1Kg,1,1Kg,1001,343
306409,4/24/2023 10:41,13.6,1Kg,1,1Kg,1002,6408
300211,4/24/2023 10:41,13.54,1Kg,1,1Kg,1001,210
300199,4/24/2023 10:41,13.53,1Kg,1,1Kg,1001,198
300036,4/24/2023 10:41,13.5,1Kg,1,1Kg,1001,35
300054,4/24/2023 10:41,13.5,1Kg,1,1Kg,1001,53
300059,4/24/2023 10:41,13.5,1Kg,1,1Kg,1001,58
300075,4/24/2023 10:41,13.5,1Kg,1,1Kg,1001,74
300098,4/24/2023 10:41,13.5,100G,2,100G,1001,97
300156,4/24/2023 10:41,13.5,1Kg,1,1Kg,1001,155
300191,4/24/2023 10:41,13.5,1Kg,1,1Kg,1001,190
300206,4/24/2023 10:41,13.5,1Kg,1,1Kg,1001,205
300210,4/24/2023 10:41,13.5,1Kg,1,1Kg,1001,209
300224,4/24/2023 10:41,13.5,1Kg,1,1Kg,1001,223
301357,4/24/2023 10:41,13.5,100G,2,100G,1001,1356
301549,4/24/2023 10:41,13.5,1L,3,1L,1001,1548
302874,4/24/2023 10:41,13.5,100G,2,100G,1001,2873
306363,4/24/2023 10:41,13.5,1Ea,3,1Ea,1001,6362
306367,4/24/2023 10:41,13.5,1Ea,3,1Ea,1001,6366
306441,4/24/2023 10:41,13.5,1Ea,3,1Ea,1001,6440
306528,4/24/2023 10:41,13.5,1Ea,3,1Ea,1001,6527
306973,4/24/2023 10:41,13.5,1Ea,3,1Ea,1001,6972
306977,4/24/2023 10:41,13.5,1Ea,3,1Ea,1001,6976
307017,4/24/2023 10:41,13.5,1Ea,3,1Ea,1001,7016
307070,4/24/2023 10:41,13.5,1Ea,3,1Ea,1001,7069
308669,4/24/2023 10:41,13.5,100G,2,100G,1002,8668
308778,4/24/2023 10:41,13.5,1L,3,1L,1002,8777
309551,4/24/2023 10:41,13.5,100G,2,100G,1002,9550
300880,4/24/2023 10:41,13.22,100G,2,100G,1001,879
300296,4/24/2023 10:41,13.2,1Kg,1,1Kg,1001,295
300318,4/24/2023 10:41,13.2,1Kg,1,1Kg,1001,317
300339,4/24/2023 10:41,13.2,1Kg,1,1Kg,1001,338
300348,4/24/2023 10:41,13.2,1Kg,1,1Kg,1001,347
300352,4/24/2023 10:41,13.2,1Kg,1,1Kg,1001,351
