sale_id,sale_date,sale_price,price_unit,sale_quantity,quantity_unit,product_id,store_id,customer_id,employee_id
1006907,4/24/2023 10:41,68,1Kg,1,1Kg,6906,1002,906,11262
1007494,4/24/2023 10:41,68,1Kg,1,1Kg,7493,1002,493,11233
1007555,4/24/2023 10:41,68,1Kg,1,1Kg,7554,1002,554,11000
1000379,4/24/2023 10:41,67.5,1Kg,1,1Kg,378,1001,378,11116
1000382,4/24/2023 10:41,67.5,1Kg,1,1Kg,381,1001,381,11150
1007576,4/24/2023 10:41,67.5,1Kg,1,1Kg,7575,1002,575,11150
1007579,4/24/2023 10:41,67.5,1Kg,1,1Kg,7578,1002,578,11159
1007750,4/24/2023 10:41,67,1Kg,1,1Kg,7749,1002,127,11274
1000327,4/24/2023 10:41,66.67,1Kg,1,1Kg,326,1001,326,11286
1000444,4/24/2023 10:41,66.67,1Kg,1,1Kg,443,1001,443,11283
1001182,4/24/2023 10:41,66.67,1Kg,1,1Kg,1181,1001,181,11301
1006885,4/24/2023 10:41,66.67,1Kg,1,1Kg,6884,1002,884,11208
1006938,4/24/2023 10:41,66.67,1Kg,1,1Kg,6937,1002,937,11300
1007502,4/24/2023 10:41,66.67,1Kg,1,1Kg,7501,1002,501,11259
1007585,4/24/2023 10:41,66.67,1Kg,1,1Kg,7584,1002,584,11172
1007800,4/24/2023 10:41,66.67,1Kg,1,1Kg,7799,1002,177,11034
1000324,4/24/2023 10:41,65.56,1Kg,1,1Kg,323,1001,323,11283
1000441,4/24/2023 10:41,65.56,1Kg,1,1Kg,440,1001,440,11280
1006886,4/24/2023 10:41,65.56,1Kg,1,1Kg,6885,1002,885,11209
1007503,4/24/2023 10:41,65.56,1Kg,1,1Kg,7502,1002,502,11260
1000375,4/24/2023 10:41,65,1Kg,1,1Kg,374,1001,374,11082
1007563,4/24/2023 10:41,65,1Kg,1,1Kg,7562,1002,562,11059
1000956,4/24/2023 10:41,64.41,1Kg,1,1Kg,955,1001,955,11315
1008375,4/24/2023 10:41,64.41,1Kg,1,1Kg,8374,1002,229,11303
1007661,4/24/2023 10:41,64.12,1Kg,1,1Kg,7660,1002,38,11306
1008222,4/24/2023 10:41,64.12,1Kg,1,1Kg,8221,1002,76,11259
1008607,4/24/2023 10:41,64.12,1Kg,1,1Kg,8606,1002,461,11295
1001087,4/24/2023 10:41,64,1Kg,1,1Kg,1086,1001,86,11046
1007734,4/24/2023 10:41,63.5,1Kg,1,1Kg,7733,1002,111,11233
1000345,4/24/2023 10:41,63.34,1Kg,1,1Kg,344,1001,344,11304
1000454,4/24/2023 10:41,63.34,1Kg,1,1Kg,453,1001,453,11293
1000985,4/24/2023 10:41,63.34,1Kg,1,1Kg,984,1001,984,11159
1000988,4/24/2023 10:41,63.34,1Kg,1,1Kg,987,1001,987,11167
1000992,4/24/2023 10:41,63.34,1Kg,1,1Kg,991,1001,991,11173
1006892,4/24/2023 10:41,63.34,1Kg,1,1Kg,6891,1002,891,11219
1007511,4/24/2023 10:41,63.34,1Kg,1,1Kg,7510,1002,510,11275
1008429,4/24/2023 10:41,63.34,1Kg,1,1Kg,8428,1002,283,11183
1008437,4/24/2023 10:41,63.34,1Kg,1,1Kg,8436,1002,291,11205
1008444,4/24/2023 10:41,63.34,1Kg,1,1Kg,8443,1002,298,11217
1000974,4/24/2023 10:41,63,1Kg,1,1Kg,973,1001,973,11081
1001241,4/24/2023 10:41,63,1Kg,1,1Kg,1240,1001,240,11195
1001243,4/24/2023 10:41,63,1Kg,1,1Kg,1242,1001,242,11201
1008433,4/24/2023 10:41,63,1Kg,1,1Kg,8432,1002,287,11196
1008614,4/24/2023 10:41,63,1Kg,1,1Kg,8613,1002,468,11302
1008615,4/24/2023 10:41,63,1Kg,1,1Kg,8614,1002,469,11303
1001246,4/24/2023 10:41,62.5,1Kg,1,1Kg,1245,1001,245,11205
1001259,4/24/2023 10:41,62.5,1Kg,1,1Kg,1258,1001,258,11232
1002916,4/24/2023 10:41,62.5,1Kg,1,1Kg,2915,1001,915,11180
1007875,4/24/2023 10:41,62.5,1Kg,1,1Kg,7874,1002,252,11280
1007888,4/24/2023 10:41,62.5,1Kg,1,1Kg,7887,1002,265,11293
1009902,4/24/2023 10:41,62.5,1Kg,1,1Kg,9901,1002,118,11272
1000078,4/24/2023 10:41,62,1Kg,1,1Kg,77,1001,77,11277
1000099,4/24/2023 10:41,62,1Kg,1,1Kg,98,1001,98,11298
1006483,4/24/2023 10:41,62,1Kg,1,1Kg,6482,1002,482,11034
1006542,4/24/2023 10:41,62,1Kg,1,1Kg,6541,1002,541,11248
1007655,4/24/2023 10:41,61.76,1Kg,1,1Kg,7654,1002,32,11300
1008209,4/24/2023 10:41,61.76,1Kg,1,1Kg,8208,1002,63,11219
1008599,4/24/2023 10:41,61.76,1Kg,1,1Kg,8598,1002,453,11287
1001039,4/24/2023 10:41,61.25,1Kg,1,1Kg,1038,1001,38,11278
1007704,4/24/2023 10:41,61.25,1Kg,1,1Kg,7703,1002,81,11170
1007711,4/24/2023 10:41,61.25,1Kg,1,1Kg,7710,1002,88,11182
1006936,4/24/2023 10:41,60.71,1Kg,1,1Kg,6935,1002,935,11298
1007574,4/24/2023 10:41,60.71,1Kg,1,1Kg,7573,1002,573,11134
1000882,4/24/2023 10:41,60,1Kg,1,1Kg,881,1001,881,11196
1000952,4/24/2023 10:41,60,1Kg,1,1Kg,951,1001,951,11311
1000967,4/24/2023 10:41,60,1Kg,1,1Kg,966,1001,966,11046
1000978,4/24/2023 10:41,60,1Kg,1,1Kg,977,1001,977,11098
1000979,4/24/2023 10:41,60,1Kg,1,1Kg,978,1001,978,11116
1000982,4/24/2023 10:41,60,1Kg,1,1Kg,981,1001,981,11150
1000990,4/24/2023 10:41,60,1Kg,1,1Kg,989,1001,989,11170
1001029,4/24/2023 10:41,60,1Kg,1,1Kg,1028,1001,28,11260
1001037,4/24/2023 10:41,60,1Kg,1,1Kg,1036,1001,36,11275
1001041,4/24/2023 10:41,60,1Kg,1,1Kg,1040,1001,40,11280
1001067,4/24/2023 10:41,60,1Kg,1,1Kg,1066,1001,66,11306
1001084,4/24/2023 10:41,60,1Kg,1,1Kg,1083,1001,83,11025
1001088,4/24/2023 10:41,60,1Kg,1,1Kg,1087,1001,87,11056
1001240,4/24/2023 10:41,60,1Kg,1,1Kg,1239,1001,239,11194
1001253,4/24/2023 10:41,60,1Kg,1,1Kg,1252,1001,252,11217
1001254,4/24/2023 10:41,60,1Kg,1,1Kg,1253,1001,253,11218
1007590,4/24/2023 10:41,60,1Kg,1,1Kg,7589,1002,589,11180
1007688,4/24/2023 10:41,60,1Kg,1,1Kg,7687,1002,65,11081
1007698,4/24/2023 10:41,60,1Kg,1,1Kg,7697,1002,75,11157
1007699,4/24/2023 10:41,60,1Kg,1,1Kg,7698,1002,76,11159
1007702,4/24/2023 10:41,60,1Kg,1,1Kg,7701,1002,79,11167
1007742,4/24/2023 10:41,60,1Kg,1,1Kg,7741,1002,119,11259
1007755,4/24/2023 10:41,60,1Kg,1,1Kg,7754,1002,132,11280
1007867,4/24/2023 10:41,60,1Kg,1,1Kg,7866,1002,244,11269
1007880,4/24/2023 10:41,60,1Kg,1,1Kg,7879,1002,257,11285
1007881,4/24/2023 10:41,60,1Kg,1,1Kg,7880,1002,258,11286
1008366,4/24/2023 10:41,60,1Kg,1,1Kg,8365,1002,220,11294
1008394,4/24/2023 10:41,60,1Kg,1,1Kg,8393,1002,248,11008
1008401,4/24/2023 10:41,60,1Kg,1,1Kg,8400,1002,255,11063
1008416,4/24/2023 10:41,60,1Kg,1,1Kg,8415,1002,270,11159
1008418,4/24/2023 10:41,60,1Kg,1,1Kg,8417,1002,272,11166
1008441,4/24/2023 10:41,60,1Kg,1,1Kg,8440,1002,295,11211
1008536,4/24/2023 10:41,60,1Kg,1,1Kg,8535,1002,390,11159
1001013,4/24/2023 10:41,59.8,1Kg,1,1Kg,1012,1001,12,11217
1001014,4/24/2023 10:41,59.8,1Kg,1,1Kg,1013,1001,13,11218
1007676,4/24/2023 10:41,59.8,1Kg,1,1Kg,7675,1002,53,11007
1007678,4/24/2023 10:41,59.8,1Kg,1,1Kg,7677,1002,55,11025
1007828,4/24/2023 10:41,59.67,1Kg,1,1Kg,7827,1002,205,11176
1001140,4/24/2023 10:41,59,1Kg,1,1Kg,1139,1001,139,11233
1001158,4/24/2023 10:41,59,1Kg,1,1Kg,1157,1001,157,11277
1003034,4/24/2023 10:41,59,1Kg,1,1Kg,3033,1001,33,11176
1007759,4/24/2023 10:41,59,1Kg,1,1Kg,7758,1002,136,11284
1007778,4/24/2023 10:41,59,1Kg,1,1Kg,7777,1002,155,11303
1000081,4/24/2023 10:41,58.67,1Kg,1,1Kg,80,1001,80,11280
1000991,4/24/2023 10:41,58.67,1Kg,1,1Kg,990,1001,990,11172
1006484,4/24/2023 10:41,58.67,1Kg,1,1Kg,6483,1002,483,11046
1008422,4/24/2023 10:41,58.67,1Kg,1,1Kg,8421,1002,276,11172
1001089,4/24/2023 10:41,58.34,1Kg,1,1Kg,1088,1001,88,11059
1000965,4/24/2023 10:41,58.21,1Kg,1,1Kg,964,1001,964,11028
1000975,4/24/2023 10:41,58.21,1Kg,1,1Kg,974,1001,974,11082
1000984,4/24/2023 10:41,58.21,1Kg,1,1Kg,983,1001,983,11157
1000986,4/24/2023 10:41,58.21,1Kg,1,1Kg,985,1001,985,11163
1008388,4/24/2023 10:41,58.21,1Kg,1,1Kg,8387,1002,242,11316
1008413,4/24/2023 10:41,58.21,1Kg,1,1Kg,8412,1002,267,11150
1008420,4/24/2023 10:41,58.21,1Kg,1,1Kg,8419,1002,274,11168
1008455,4/24/2023 10:41,58.21,1Kg,1,1Kg,8454,1002,309,11242
1003038,4/24/2023 10:41,57.27,1Kg,1,1Kg,3037,1001,37,11183
1009996,4/24/2023 10:41,57.27,1Kg,1,1Kg,9995,1002,212,11208
1001073,4/24/2023 10:41,57.14,1Kg,1,1Kg,1072,1001,72,11312
1008545,4/24/2023 10:41,57.14,1Kg,1,1Kg,8544,1002,399,11176
1000995,4/24/2023 10:41,57,1Kg,1,1Kg,994,1001,994,11178
1008439,4/24/2023 10:41,57,1Kg,1,1Kg,8438,1002,293,11208
1000330,4/24/2023 10:41,56.82,1Kg,1,1Kg,329,1001,329,11289
1007512,4/24/2023 10:41,56.82,1Kg,1,1Kg,7511,1002,511,11277
1000355,4/24/2023 10:41,56.67,1Kg,1,1Kg,354,1001,354,11314
1000462,4/24/2023 10:41,56.67,1Kg,1,1Kg,461,1001,461,11301
1006895,4/24/2023 10:41,56.67,1Kg,1,1Kg,6894,1002,894,11231
1007521,4/24/2023 10:41,56.67,1Kg,1,1Kg,7520,1002,520,11286
1000939,4/24/2023 10:41,56.25,1Kg,1,1Kg,938,1001,938,11298
1007633,4/24/2023 10:41,56.25,1Kg,1,1Kg,7632,1002,10,11278
1001051,4/24/2023 10:41,56,1Kg,1,1Kg,1050,1001,50,11290
1001078,4/24/2023 10:41,56,1Kg,1,1Kg,1077,1001,77,11317
1001245,4/24/2023 10:41,56,1Kg,1,1Kg,1244,1001,244,11204
1007715,4/24/2023 10:41,56,1Kg,1,1Kg,7714,1002,92,11195
1007725,4/24/2023 10:41,56,1Kg,1,1Kg,7724,1002,102,11214
1008617,4/24/2023 10:41,56,1Kg,1,1Kg,8616,1002,471,11305
1001197,4/24/2023 10:41,55.57,1Kg,1,1Kg,1196,1001,196,11316
1007815,4/24/2023 10:41,55.57,1Kg,1,1Kg,7814,1002,192,11138
1000380,4/24/2023 10:41,55,1Kg,1,1Kg,379,1001,379,11134
1000937,4/24/2023 10:41,55,1Kg,1,1Kg,936,1001,936,11296
1000969,4/24/2023 10:41,55,1Kg,1,1Kg,968,1001,968,11059
1001133,4/24/2023 10:41,55,1Kg,1,1Kg,1132,1001,132,11217
1001398,4/24/2023 10:41,55,1Kg,1,1Kg,1397,1001,397,11277
1001427,4/24/2023 10:41,55,1Kg,1,1Kg,1426,1001,426,11306
1007577,4/24/2023 10:41,55,1Kg,1,1Kg,7576,1002,576,11151
1007636,4/24/2023 10:41,55,1Kg,1,1Kg,7635,1002,13,11281
1008169,4/24/2023 10:41,55,1Kg,1,1Kg,8168,1002,23,11082
1008191,4/24/2023 10:41,55,1Kg,1,1Kg,8190,1002,45,11182
1008405,4/24/2023 10:41,55,1Kg,1,1Kg,8404,1002,259,11081
1008589,4/24/2023 10:41,55,1Kg,1,1Kg,8588,1002,443,11277
1001136,4/24/2023 10:41,54.4,1Kg,1,1Kg,1135,1001,135,11225
1008587,4/24/2023 10:41,54.4,1Kg,1,1Kg,8586,1002,441,11274
1008454,4/24/2023 10:41,54,1Kg,1,1Kg,8453,1002,308,11238
1006911,4/24/2023 10:41,53.75,1Kg,1,1Kg,6910,1002,910,11272
1007560,4/24/2023 10:41,53.75,1Kg,1,1Kg,7559,1002,559,11034
1007500,4/24/2023 10:41,53.57,1Kg,1,1Kg,7499,1002,499,11250
1007570,4/24/2023 10:41,53.57,1Kg,1,1Kg,7569,1002,569,11087
1000320,4/24/2023 10:41,53.34,1Kg,1,1Kg,319,1001,319,11279
1000326,4/24/2023 10:41,53.34,1Kg,1,1Kg,325,1001,325,11285
1000354,4/24/2023 10:41,53.34,1Kg,1,1Kg,353,1001,353,11313
1000438,4/24/2023 10:41,53.34,1Kg,1,1Kg,437,1001,437,11277
1000443,4/24/2023 10:41,53.34,1Kg,1,1Kg,442,1001,442,11282
1000461,4/24/2023 10:41,53.34,1Kg,1,1Kg,460,1001,460,11300
1001068,4/24/2023 10:41,53.34,1Kg,1,1Kg,1067,1001,67,11307
1003027,4/24/2023 10:41,53.34,1Kg,1,1Kg,3026,1001,26,11166
1006881,4/24/2023 10:41,53.34,1Kg,1,1Kg,6880,1002,880,11203
1006882,4/24/2023 10:41,53.34,1Kg,1,1Kg,6881,1002,881,11204
1007495,4/24/2023 10:41,53.34,1Kg,1,1Kg,7494,1002,494,11235
1007498,4/24/2023 10:41,53.34,1Kg,1,1Kg,7497,1002,497,11242
1008540,4/24/2023 10:41,53.34,1Kg,1,1Kg,8539,1002,394,11168
1009928,4/24/2023 10:41,53.34,1Kg,1,1Kg,9927,1002,144,11299
1007746,4/24/2023 10:41,53.3,1Kg,1,1Kg,7745,1002,123,11268
1007868,4/24/2023 10:41,53.3,1Kg,1,1Kg,7867,1002,245,11272
1001204,4/24/2023 10:41,52.94,1Kg,1,1Kg,1203,1001,203,11025
1007829,4/24/2023 10:41,52.94,1Kg,1,1Kg,7828,1002,206,11178
1007267,4/24/2023 10:41,52.67,1Kg,1,1Kg,7266,1002,266,11262
1001058,4/24/2023 10:41,52.5,1Kg,1,1Kg,1057,1001,57,11297
1001143,4/24/2023 10:41,52.5,1Kg,1,1Kg,1142,1001,142,11238
1007762,4/24/2023 10:41,52.5,1Kg,1,1Kg,7761,1002,139,11287
1001044,4/24/2023 10:41,52.23,1Kg,1,1Kg,1043,1001,43,11283
1007713,4/24/2023 10:41,52.23,1Kg,1,1Kg,7712,1002,90,11185
1000063,4/24/2023 10:41,52,1Kg,1,1Kg,62,1001,62,11238
1000071,4/24/2023 10:41,52,1Kg,1,1Kg,70,1001,70,11264
1000073,4/24/2023 10:41,52,1Kg,1,1Kg,72,1001,72,11269
1000097,4/24/2023 10:41,52,1Kg,1,1Kg,96,1001,96,11296
1006463,4/24/2023 10:41,52,1Kg,1,1Kg,6462,1002,462,11305
1006469,4/24/2023 10:41,52,1Kg,1,1Kg,6468,1002,468,11311
1006486,4/24/2023 10:41,52,1Kg,1,1Kg,6485,1002,485,11059
1007754,4/24/2023 10:41,51.47,1Kg,1,1Kg,7753,1002,131,11279
1007871,4/24/2023 10:41,51.47,1Kg,1,1Kg,7870,1002,248,11275
1000084,4/24/2023 10:41,51.35,1Kg,1,1Kg,83,1001,83,11283
1000094,4/24/2023 10:41,51.35,1Kg,1,1Kg,93,1001,93,11293
