inventory_id,product_id,store_id,inventory_quantity,quantity_unit
170,170,1001,2,1Kg
171,171,1001,2,1Kg
172,172,1001,2,1Kg
173,173,1001,2,1Kg
174,174,1001,2,1Kg
175,175,1001,1,1Kg
176,176,1001,1,1Kg
177,177,1001,1,1Kg
178,178,1001,1,1Kg
179,179,1001,1,1Kg
180,180,1001,1,1Kg
181,181,1001,1,1Kg
182,182,1001,1,1Kg
183,183,1001,1,1Kg
184,184,1001,1,1Kg
185,185,1001,1,1Kg
186,186,1001,1,1Kg
187,187,1001,1,1Kg
188,188,1001,1,1Kg
189,189,1001,1,1Kg
190,190,1001,1,1Kg
191,191,1001,1,1Kg
192,192,1001,1,1Kg
193,193,1001,1,1Kg
194,194,1001,1,1Kg
195,195,1001,1,1Kg
196,196,1001,1,1Kg
197,197,1001,1,1Kg
198,198,1001,1,1Kg
199,199,1001,1,1Kg
200,200,1001,1,1Kg
201,201,1001,1,1Kg
202,202,1001,1,1Kg
203,203,1001,1,1Kg
204,204,1001,1,1Kg
205,205,1001,1,1Kg
206,206,1001,1,1Kg
207,207,1001,1,1Kg
208,208,1001,1,1Kg
209,209,1001,1,1Kg
210,210,1001,1,1Kg
211,211,1001,3,1Kg
212,212,1001,3,1Kg
213,213,1001,3,1Kg
214,214,1001,3,1Kg
215,215,1001,3,1Kg
216,216,1001,3,1Kg
217,217,1001,3,1Kg
218,218,1001,3,1Kg
219,219,1001,3,1Kg
220,220,1001,3,1L
221,221,1001,3,1Kg
222,222,1001,3,1Kg
223,223,1001,3,1Kg
224,224,1001,3,1Kg
225,225,1001,3,1Kg
226,226,1001,3,1Kg
227,227,1001,3,1Kg
228,228,1001,3,1Kg
229,229,1001,3,1Kg
230,230,1001,3,1Kg
231,231,1001,3,1Kg
232,232,1001,3,1Kg
233,233,1001,3,1Kg
234,234,1001,3,1Kg
235,235,1001,3,1Kg
236,236,1001,3,1Kg
237,237,1001,3,1Kg
238,238,1001,3,1Kg
239,239,1001,3,1Kg
240,240,1001,3,1Kg
241,241,1001,3,1Kg
242,242,1001,3,1Kg
243,243,1001,3,1Kg
244,244,1001,3,1Kg
245,245,1001,3,1Kg
246,246,1001,3,1Kg
247,247,1001,3,1Kg
248,248,1001,3,1Kg
249,249,1001,3,1Kg
250,250,1001,3,1Kg
251,251,1001,3,1Kg
252,252,1001,3,1Kg
253,253,1001,3,1Kg
254,254,1001,3,1Kg
255,255,1001,3,1Kg
256,256,1001,3,1Kg
257,257,1001,3,1Kg
258,258,1001,3,1Kg
259,259,1001,3,1Kg
260,260,1001,3,1Kg
261,261,1001,3,1Kg
262,262,1001,3,1Kg
263,263,1001,3,1Kg
264,264,1001,3,1Kg
265,265,1001,3,1Kg
266,266,1001,3,1Kg
267,267,1001,3,1Kg
268,268,1001,3,1Kg
269,269,1001,3,1Kg
270,270,1001,3,1Kg
271,271,1001,3,1Kg
272,272,1001,3,1Kg
273,273,1001,3,1Kg
274,274,1001,3,100G
275,275,1001,3,1Kg
276,276,1001,3,1Kg
277,277,1001,3,1Kg
278,278,1001,3,1Kg
279,279,1001,3,1Kg
280,280,1001,3,1Kg
281,281,1001,3,1Kg
282,282,1001,3,1Kg
283,283,1001,3,1Kg
284,284,1001,3,1Kg
285,285,1001,3,1Kg
286,286,1001,3,1Kg
287,287,1001,3,1Kg
288,288,1001,3,1Kg
289,289,1001,3,1Kg
290,290,1001,1,1Kg
291,291,1001,1,1Kg
292,292,1001,1,1Kg
293,293,1001,1,1Kg
294,294,1001,1,1Kg
295,295,1001,1,1Kg
296,296,1001,1,1Kg
297,297,1001,1,1Kg
298,298,1001,1,1Kg
299,299,1001,3,
300,300,1001,1,1Kg
301,301,1001,1,1Kg
302,302,1001,1,1Kg
303,303,1001,1,1Kg
304,304,1001,1,1Kg
305,305,1001,1,1Kg
306,306,1001,1,1Kg
307,307,1001,1,1Kg
308,308,1001,1,1Kg
309,309,1001,1,1Kg
310,310,1001,1,1Kg
311,311,1001,1,1Kg
312,312,1001,1,1Kg
313,313,1001,1,1Kg
314,314,1001,1,1Kg
315,315,1001,1,1Kg
316,316,1001,1,1Kg
317,317,1001,1,1Kg
318,318,1001,1,1Kg
319,319,1001,1,1Kg
320,320,1001,1,1Kg
321,321,1001,1,1Kg
322,322,1001,1,1Kg
323,323,1001,1,1Kg
324,324,1001,1,1Kg
325,325,1001,1,1Kg
326,326,1001,1,1Kg
327,327,1001,1,1Kg
328,328,1001,1,1Kg
329,329,1001,1,1Kg
330,330,1001,1,1Kg
331,331,1001,1,1Kg
332,332,1001,1,1Kg
333,333,1001,1,1Kg
334,334,1001,1,1Kg
335,335,1001,1,1Kg
336,336,1001,1,1Kg
337,337,1001,1,1Kg
338,338,1001,1,1Kg
339,339,1001,1,1Kg
340,340,1001,1,1Kg
341,341,1001,1,1Kg
342,342,1001,1,1Kg
343,343,1001,1,1Kg
344,344,1001,1,1Kg
345,345,1001,1,1Kg
346,346,1001,1,1Kg
347,347,1001,1,1Kg
348,348,1001,1,1Kg
349,349,1001,1,1Kg
350,350,1001,4,1Kg
351,351,1001,4,1Kg
352,352,1001,4,1Kg
353,353,1001,4,1Kg
354,354,1001,4,1Kg
355,355,1001,4,1Kg
356,356,1001,4,1Kg
357,357,1001,4,1Kg
358,358,1001,4,100G
359,359,1001,4,1Kg
360,360,1001,4,1Kg
361,361,1001,4,1Kg
362,362,1001,4,1Kg
363,363,1001,4,1Kg
364,364,1001,4,1Kg
365,365,1001,4,1Kg
366,366,1001,4,1Kg
367,367,1001,4,1Kg
368,368,1001,4,100G
369,369,1001,4,1Kg
370,370,1001,4,1Kg
371,371,1001,4,1Kg
372,372,1001,4,1Kg
373,373,1001,4,1Kg
374,374,1001,1,1Kg
375,375,1001,1,1Kg
376,376,1001,1,1Kg
377,377,1001,3,
378,378,1001,1,1Kg
379,379,1001,1,1Kg
380,380,1001,1,1Kg
381,381,1001,1,1Kg
382,382,1001,1,1Kg
383,383,1001,1,1Kg
384,384,1001,1,1Kg
385,385,1001,1,1Kg
386,386,1001,1,1Kg
387,387,1001,1,1Kg
388,388,1001,1,1Kg
389,389,1001,1,1Kg
390,390,1001,1,1Kg
391,391,1001,1,1Kg
392,392,1001,1,1Kg
393,393,1001,1,1Kg
394,394,1001,1,1Kg
395,395,1001,1,1Kg
396,396,1001,1,1Kg
397,397,1001,1,1Kg
398,398,1001,1,1Kg
399,399,1001,1,1Kg
400,400,1001,1,1Kg
401,401,1001,1,1Kg
402,402,1001,3,1Ea
403,403,1001,1,1Kg
404,404,1001,1,1Kg
405,405,1001,1,1Kg
406,406,1001,1,1Kg
407,407,1001,1,1Kg
408,408,1001,1,1Kg
409,409,1001,1,1Kg
410,410,1001,1,1Kg
411,411,1001,1,1Kg
412,412,1001,1,1Kg
413,413,1001,3,1Ea
414,414,1001,1,1Kg
415,415,1001,3,1Ea
416,416,1001,3,1Ea
417,417,1001,3,1Ea
418,418,1001,1,1Kg
419,419,1001,1,1Kg
420,420,1001,2,1Kg
421,421,1001,2,1Kg
422,422,1001,2,1Kg
423,423,1001,2,1Kg
424,424,1001,2,1Kg
425,425,1001,2,1Kg
426,426,1001,2,1Kg
427,427,1001,2,1Kg
428,428,1001,2,1Kg
429,429,1001,2,1Kg
430,430,1001,2,1Kg
431,431,1001,2,1Kg
432,432,1001,2,1Kg
433,433,1001,1,1Kg
434,434,1001,3,1Ea
435,435,1001,1,1Kg
436,436,1001,1,1Kg
437,437,1001,1,1Kg
438,438,1001,1,1Kg
439,439,1001,1,1Kg
440,440,1001,1,1Kg
441,441,1001,1,1Kg
442,442,1001,1,1Kg
443,443,1001,1,1Kg
444,444,1001,1,1Kg
445,445,1001,1,1Kg
446,446,1001,1,1Kg
447,447,1001,1,1Kg
448,448,1001,1,1Kg
449,449,1001,1,1Kg
450,450,1001,1,1Kg
451,451,1001,1,1Kg
452,452,1001,1,1Kg
453,453,1001,1,1Kg
454,454,1001,1,1Kg
455,455,1001,1,1Kg
456,456,1001,1,1Kg
457,457,1001,1,1Kg
458,458,1001,1,1Kg
459,459,1001,1,1Kg
460,460,1001,1,1Kg
461,461,1001,1,1Kg
462,462,1001,1,1Kg
463,463,1001,1,1Kg
464,464,1001,1,1Kg
465,465,1001,2,100G
466,466,1001,1,1Kg
467,467,1001,1,1Kg
468,468,1001,1,1Kg
469,469,1001,2,100G
470,470,1001,1,1Kg
471,471,1001,1,1Kg
472,472,1001,1,1Kg
473,473,1001,2,100G
474,474,1001,1,1Kg
475,475,1001,3,
476,476,1001,1,1Kg
477,477,1001,3,1Ea
478,478,1001,3,1Ea
479,479,1001,1,1Kg
480,480,1001,1,1Kg
481,481,1001,1,1Kg
482,482,1001,1,1Kg
483,483,1001,1,1Kg
484,484,1001,1,1Kg
485,485,1001,3,
486,486,1001,1,1Kg
487,487,1001,2,100G
488,488,1001,1,1Kg
489,489,1001,1,1Kg
490,490,1001,1,1Kg
491,491,1001,1,1Kg
492,492,1001,3,1Ea
493,493,1001,3,1Ea
494,494,1001,3,1Ea
495,495,1001,3,1Ea
496,496,1001,1,1Kg
497,497,1001,1,1Kg
498,498,1001,1,1Kg
499,499,1001,1,1Kg
500,500,1001,1,1Kg
501,501,1001,1,1Kg
502,502,1001,3,1Ea
503,503,1001,3,1Ea
504,504,1001,3,1Ea
505,505,1001,1,1Kg
506,506,1001,3,1Ea
507,507,1001,3,1Ea
508,508,1001,3,1Ea
509,509,1001,3,1Ea
510,510,1001,3,1Ea
511,511,1001,3,1Ea
512,512,1001,3,1Ea
513,513,1001,3,1Ea
514,514,1001,3,1Ea
515,515,1001,3,1Ea
516,516,1001,3,1Ea
517,517,1001,1,1Kg
518,518,1001,1,1Kg
519,519,1001,1,1Kg
520,520,1001,1,1Kg
521,521,1001,1,1Kg
522,522,1001,1,1Kg
523,523,1001,1,1Kg
524,524,1001,3,1Ea
525,525,1001,3,1Ea
526,526,1001,3,1Ea
527,527,1001,3,1Ea
528,528,1001,3,1Ea
529,529,1001,3,1Ea
530,530,1001,1,1Kg
531,531,1001,1,1Kg
532,532,1001,3,1Ea
533,533,1001,1,1Kg
534,534,1001,3,1Ea
535,535,1001,3,1Ea
536,536,1001,3,1Ea
537,537,1001,1,1Kg
538,538,1001,3,1Ea
539,539,1001,3,1Ea
540,540,1001,1,1Kg
541,541,1001,3,1Ea
542,542,1001,3,1Ea
543,543,1001,3,1Ea
544,544,1001,1,1Kg
545,545,1001,3,1Ea
546,546,1001,3,1Ea
547,547,1001,3,1Ea
548,548,1001,1,1Kg
549,549,1001,1,1Kg
550,550,1001,1,1Kg
551,551,1001,1,1Kg
552,552,1001,1,1Kg
553,553,1001,1,1Kg
554,554,1001,1,1Kg
555,555,1001,3,
556,556,1001,3,1Ea
557,557,1001,3,1Ea
558,558,1001,1,1Kg
559,559,1001,1,1Kg
560,560,1001,3,1Ea
561,561,1001,1,1Kg
562,562,1001,1,1Kg
563,563,1001,1,1Kg
564,564,1001,1,1Kg
565,565,1001,1,1Kg
566,566,1001,2,100G
567,567,1001,1,1Kg
568,568,1001,3,1Ea
569,569,1001,3,1Ea
570,570,1001,3,1Ea
571,571,1001,3,1Ea
572,572,1001,1,1Kg
573,573,1001,3,1Ea
574,574,1001,3,1Ea
575,575,1001,3,1Ea
576,576,1001,1,1Kg
577,577,1001,1,1Kg
578,578,1001,1,1Kg
579,579,1001,1,1Kg
580,580,1001,1,1Kg
581,581,1001,1,1Kg
582,582,1001,1,1Kg
583,583,1001,1,1Kg
584,584,1001,4,1Kg
585,585,1001,4,1Kg
586,586,1001,4,1Kg
587,587,1001,4,1Ea
588,588,1001,4,1Kg
589,589,1001,4,1Ea
590,590,1001,4,1Kg
591,591,1001,4,1Kg
592,592,1001,4,1Ea
593,593,1001,4,1Ea
594,594,1001,4,1Ea
595,595,1001,4,1Kg
596,596,1001,4,1Ea
597,597,1001,4,1Kg
598,598,1001,4,1Kg
599,599,1001,1,1Kg
600,600,1001,1,1Kg
601,601,1001,1,1Kg
602,602,1001,1,1Kg
603,603,1001,1,1Kg
604,604,1001,1,1Kg
605,605,1001,1,1Kg
606,606,1001,1,1Kg
607,607,1001,3,1Ea
608,608,1001,1,1Kg
609,609,1001,1,1Kg
610,610,1001,3,1Ea
611,611,1001,1,1Kg
612,612,1001,3,1Ea
613,613,1001,1,1Kg
614,614,1001,1,1Kg
615,615,1001,1,1Kg
616,616,1001,3,1Ea
617,617,1001,1,1Kg
618,618,1001,1,1Kg
619,619,1001,1,1Kg
620,620,1001,1,1Kg
621,621,1001,1,1Kg
622,622,1001,1,1Kg
623,623,1001,1,1Kg
624,624,1001,3,1Ea
625,625,1001,3,1Ea
626,626,1001,1,1Kg
627,627,1001,1,1Kg
628,628,1001,1,1Kg
629,629,1001,3,1Ea
630,630,1001,3,1Ea
631,631,1001,1,1Kg
632,632,1001,1,1Kg
633,633,1001,3,1Ea
634,634,1001,3,1Ea
635,635,1001,3,1Ea
636,636,1001,3,1Ea
637,637,1001,1,1Kg
638,638,1001,1,1Kg
639,639,1001,1,1Kg
640,640,1001,1,1Kg
641,641,1001,2,100G
642,642,1001,1,1Kg
643,643,1001,1,1Kg
644,644,1001,1,1Kg
645,645,1001,1,1Kg
646,646,1001,1,1Kg
647,647,1001,1,1Kg
648,648,1001,1,1Kg
649,649,1001,1,1Kg
650,650,1001,1,1Kg
651,651,1001,1,1Kg
652,652,1001,1,1Kg
653,653,1001,1,1Kg
654,654,1001,1,1Kg
655,655,1001,1,1Kg
656,656,1001,1,1Kg
657,657,1001,1,1Kg
658,658,1001,1,1Kg
659,659,1001,1,1Kg
660,660,1001,1,1Kg
661,661,1001,1,1Kg
662,662,1001,3,1Ea
663,663,1001,1,1Kg
664,664,1001,1,1Kg
665,665,1001,1,1Kg
666,666,1001,3,1Ea
667,667,1001,1,1Kg
668,668,1001,3,1Ea
669,669,1001,5,1Kg
670,670,1001,5,1Kg
671,671,1001,5,1Kg
672,672,1001,5,1Kg
673,673,1001,5,1Kg
674,674,1001,5,1Kg
675,675,1001,5,1Kg
676,676,1001,5,1Kg
677,677,1001,5,1Kg
678,678,1001,5,1Kg
679,679,1001,5,1Kg
680,680,1001,5,1Kg
681,681,1001,5,1Kg
682,682,1001,1,1Kg
683,683,1001,1,1Kg
684,684,1001,1,1Kg
685,685,1001,2,100G
686,686,1001,1,1Kg
687,687,1001,1,1Kg
688,688,1001,1,1Kg
689,689,1001,3,1L
690,690,1001,3,1L
691,691,1001,3,1L
692,692,1001,3,1L
693,693,1001,3,1L
694,694,1001,3,1L
695,695,1001,3,1L
696,696,1001,3,1L
697,697,1001,3,1L
698,698,1001,3,1L
699,699,1001,3,1L
700,700,1001,3,1L
701,701,1001,3,1L
702,702,1001,3,1L
703,703,1001,1,1Kg
704,704,1001,1,1Kg
705,705,1001,1,1Kg
706,706,1001,1,1Kg
707,707,1001,3,1L
708,708,1001,3,1L
709,709,1001,3,1L
710,710,1001,3,1L
711,711,1001,3,1L
712,712,1001,3,1L
713,713,1001,3,1L
714,714,1001,3,1L
715,715,1001,3,1L
716,716,1001,3,1L
717,717,1001,3,1L
718,718,1001,3,1L
719,719,1001,3,1L
720,720,1001,3,1L
721,721,1001,3,1L
722,722,1001,3,1L
723,723,1001,3,1L
724,724,1001,3,1L
725,725,1001,3,1L
726,726,1001,3,1L
727,727,1001,3,1L
728,728,1001,3,1L
729,729,1001,3,1L
730,730,1001,3,1L
731,731,1001,3,1L
732,732,1001,3,1L
733,733,1001,3,1L
734,734,1001,3,1L
735,735,1001,3,1L
736,736,1001,3,1L
737,737,1001,3,1L
738,738,1001,3,1L
739,739,1001,3,1L
740,740,1001,3,1L
741,741,1001,3,1Ea
742,742,1001,3,1L
743,743,1001,3,1L
744,744,1001,3,1L
745,745,1001,3,1L
746,746,1001,2,100G
747,747,1001,2,100G
748,748,1001,2,100G
749,749,1001,2,100G
750,750,1001,3,1L
751,751,1001,3,1L
752,752,1001,3,1L
753,753,1001,3,1L
754,754,1001,3,1Ea
755,755,1001,1,1Kg
756,756,1001,1,1Kg
757,757,1001,2,100G
758,758,1001,2,100G
759,759,1001,2,100G
760,760,1001,2,100G
761,761,1001,2,100G
762,762,1001,2,100G
763,763,1001,2,100G
764,764,1001,4,100G
765,765,1001,4,100G
766,766,1001,4,100G
767,767,1001,4,100G
768,768,1001,4,100G
769,769,1001,4,100G
770,770,1001,4,100G
771,771,1001,4,100G
772,772,1001,4,100G
773,773,1001,4,100G
774,774,1001,4,100G
775,775,1001,4,100G
776,776,1001,2,100G
777,777,1001,3,
778,778,1001,3,1L
779,779,1001,3,1L
780,780,1001,3,1L
781,781,1001,3,1L
782,782,1001,3,1L
783,783,1001,3,1L
784,784,1001,3,1L
785,785,1001,3,1L
786,786,1001,3,1L
787,787,1001,3,1L
788,788,1001,3,1L
789,789,1001,3,1L
790,790,1001,3,1L
791,791,1001,3,1L
792,792,1001,4,1L
793,793,1001,4,1L
794,794,1001,4,1L
795,795,1001,4,1L
796,796,1001,4,1L
797,797,1001,4,1L
798,798,1001,4,1L
799,799,1001,4,1L
800,800,1001,4,1L
801,801,1001,4,
802,802,1001,4,1L
803,803,1001,4,1L
804,804,1001,4,1L
805,805,1001,4,1L
806,806,1001,4,1L
807,807,1001,4,1L
808,808,1001,4,1L
809,809,1001,4,1L
810,810,1001,4,1L
811,811,1001,4,1L
812,812,1001,4,1L
813,813,1001,3,1L
814,814,1001,3,1L
815,815,1001,3,1L
816,816,1001,3,1L
817,817,1001,3,1L
818,818,1001,3,1L
819,819,1001,3,1L
820,820,1001,3,1L
821,821,1001,3,1L
822,822,1001,3,1L
823,823,1001,3,1L
824,824,1001,3,1L
825,825,1001,3,1L
826,826,1001,3,1L
827,827,1001,3,1L
828,828,1001,3,1L
829,829,1001,3,1L
830,830,1001,3,1L
831,831,1001,3,1L
832,832,1001,3,1L
833,833,1001,3,1L
834,834,1001,3,1L
835,835,1001,3,1L
836,836,1001,3,1L
837,837,1001,3,1L
838,838,1001,3,1L
839,839,1001,3,1L
840,840,1001,3,1L
841,841,1001,3,1L
842,842,1001,3,1L
843,843,1001,3,1L
844,844,1001,4,1L
845,845,1001,4,1L
846,846,1001,4,1L
847,847,1001,4,1L
848,848,1001,4,
849,849,1001,4,1L
850,850,1001,4,1L
851,851,1001,4,1L
852,852,1001,4,1L
853,853,1001,4,1L
854,854,1001,4,1L
855,855,1001,4,1L
856,856,1001,4,1L
857,857,1001,4,1L
858,858,1001,4,1L
859,859,1001,4,1L
860,860,1001,4,1L
861,861,1001,4,1L
862,862,1001,3,1L
863,863,1001,3,1L
864,864,1001,3,1L
865,865,1001,3,1L
866,866,1001,3,1L
867,867,1001,2,100G
868,868,1001,2,100G
869,869,1001,2,100G
870,870,1001,2,100G
871,871,1001,2,100G
872,872,1001,2,100G
873,873,1001,2,100G
874,874,1001,2,100G
875,875,1001,2,100G
876,876,1001,2,100G
877,877,1001,2,100G
878,878,1001,2,100G
879,879,1001,2,100G
880,880,1001,1,1Kg
881,881,1001,1,1Kg
882,882,1001,1,1Kg
883,883,1001,2,100G
884,884,1001,1,1Kg
885,885,1001,1,1Kg
886,886,1001,2,100G
887,887,1001,1,1Kg
888,888,1001,1,1Kg
889,889,1001,2,100G
890,890,1001,1,1Kg
891,891,1001,1,1Kg
892,892,1001,1,1Kg
893,893,1001,2,100G
894,894,1001,2,100G
895,895,1001,1,1Kg
896,896,1001,1,1Kg
897,897,1001,1,1Kg
898,898,1001,1,1Kg
899,899,1001,1,1Kg
900,900,1001,1,1Kg
901,901,1001,1,1Kg
902,902,1001,1,1Kg
903,903,1001,2,100G
904,904,1001,2,100G
905,905,1001,1,1Kg
906,906,1001,1,1Kg
907,907,1001,1,1Kg
908,908,1001,2,100G
909,909,1001,1,1Kg
910,910,1001,1,1Kg
911,911,1001,2,1Kg
912,912,1001,2,1Kg
913,913,1001,2,1Kg
914,914,1001,2,1Kg
915,915,1001,2,1Kg
916,916,1001,2,1Kg
917,917,1001,2,1Kg
918,918,1001,1,1Kg
919,919,1001,2,100G
920,920,1001,1,1Kg
921,921,1001,1,1Kg
922,922,1001,1,1Kg
923,923,1001,1,1Kg
924,924,1001,1,1Kg
925,925,1001,1,1Kg
926,926,1001,1,1Kg
927,927,1001,2,1Kg
928,928,1001,2,1Kg
929,929,1001,2,1Kg
930,930,1001,2,1Kg
931,931,1001,2,1Kg
932,932,1001,2,1Kg
933,933,1001,2,1Kg
934,934,1001,2,1Kg
935,935,1001,2,1Kg
936,936,1001,2,1Kg
937,937,1001,2,1Kg
938,938,1001,2,1Kg
939,939,1001,2,1Kg
940,940,1001,2,1Kg
941,941,1001,2,1Kg
942,942,1001,2,1Kg
943,943,1001,2,1Kg
944,944,1001,2,1Kg
945,945,1001,2,1Kg
946,946,1001,2,1Kg
947,947,1001,1,1Kg
948,948,1001,2,100G
949,949,1001,1,1Kg
950,950,1001,1,1Kg
951,951,1001,1,1Kg
952,952,1001,1,1Kg
953,953,1001,3,1Kg
954,954,1001,3,1Kg
955,955,1001,3,1Kg
956,956,1001,3,1Kg
957,957,1001,3,1Kg
958,958,1001,3,1Kg
959,959,1001,3,1Kg
960,960,1001,3,1Kg
961,961,1001,3,1Kg
962,962,1001,3,1Kg
963,963,1001,3,1Kg
964,964,1001,3,1Kg
965,965,1001,3,1Kg
966,966,1001,1,1Kg
967,967,1001,1,1Kg
968,968,1001,1,1Kg
969,969,1001,1,1Kg
970,970,1001,1,1Kg
971,971,1001,1,1Kg
972,972,1001,1,1Kg
973,973,1001,1,1Kg
974,974,1001,1,1Kg
975,975,1001,1,1Kg
976,976,1001,1,1Kg
977,977,1001,1,1Kg
978,978,1001,1,1Kg
979,979,1001,1,1Kg
980,980,1001,1,1Kg
981,981,1001,1,1Kg
982,982,1001,1,1Kg
983,983,1001,1,1Kg
984,984,1001,2,1Kg
985,985,1001,2,1Kg
986,986,1001,2,1Kg
987,987,1001,2,1Kg
988,988,1001,2,1Kg
989,989,1001,2,1Kg
990,990,1001,2,1Kg
991,991,1001,2,1Kg
992,992,1001,2,1Kg
993,993,1001,2,1Kg
994,994,1001,2,1Kg
995,995,1001,2,1Kg
996,996,1001,2,1Kg
997,997,1001,2,1Kg
998,998,1001,3,100mL
999,999,1001,1,1Kg
1000,1000,1001,1,1Kg
1001,1001,1001,1,1Kg
1002,1002,1001,1,1Kg
1003,1003,1001,1,1Kg
1004,1004,1001,1,1Kg
1005,1005,1001,1,1Kg
1006,1006,1001,1,1Kg
1007,1007,1001,1,1Kg
1008,1008,1001,3,1Kg
1009,1009,1001,3,1Kg
1010,1010,1001,3,1Kg
1011,1011,1001,3,1Kg
1012,1012,1001,3,1Kg
1013,1013,1001,3,1Kg
1014,1014,1001,3,1Kg
1015,1015,1001,3,1Kg
1016,1016,1001,3,1Kg
1017,1017,1001,3,1Kg
1018,1018,1001,3,1Kg
1019,1019,1001,3,1Kg
1020,1020,1001,3,1Kg
1021,1021,1001,3,1Kg
1022,1022,1001,3,1Kg
1023,1023,1001,3,1Kg
